Time	EMG	Muscle Force
0.089	0.240584	0.217617
0.09	0.17743	0.217617
0.091	0.0688037	0.217617
0.092	-0.388054	0.217617
0.093	-0.673633	0.217617
0.094	-0.61443	0.217617
0.095	-0.591902	0.217617
0.096	0.789768	0.217617
0.097	1.61269	0.217617
0.098	1.11435	0.217617
0.099	-0.575921	0.217617
0.1	-1.59065	0.217617
0.101	-0.880906	0.217617
0.102	-0.012168	0.217617
0.103	0.186181	0.217617
0.104	0.673017	0.217617
0.105	0.882841	0.217617
0.106	0.346643	0.217617
0.107	-0.233707	0.217617
0.108	-0.584528	0.217617
0.109	-0.60557	0.217617
0.11	-0.275434	0.217617
0.111	-0.0744316	0.217617
0.112	-0.0441206	0.217617
0.113	0.988803	0.217617
0.114	1.17696	0.217617
0.115	0.0528879	0.217617
0.116	-1.16473	0.217617
0.117	-1.46553	0.217617
0.118	0.123742	0.217617
0.119	0.773297	0.217617
0.12	0.468971	0.217617
0.121	0.15776	0.217236
0.122	-0.0444594	0.217617
0.123	0.00226418	0.217617
0.124	0.187269	0.217617
0.125	-0.0351046	0.217617
0.126	-0.472793	0.217617
0.127	-0.410141	0.217617
0.128	-0.594715	0.217617
0.129	0.0136947	0.217236
0.13	1.24746	0.217617
0.131	1.31801	0.217617
0.132	-0.128487	0.217617
0.133	-1.29097	0.217617
0.134	-1.00893	0.217236
0.135	0.269186	0.217617
0.136	0.129982	0.217617
0.137	0.0985116	0.217236
0.138	0.487111	0.217236
0.139	0.585295	0.217236
0.14	0.137532	0.217236
0.141	-0.326074	0.217236
0.142	-0.565355	0.217236
0.143	-0.433114	0.217236
0.144	0.0212898	0.217236
0.145	-0.27059	0.217617
0.146	0.426571	0.217236
0.147	1.00304	0.217236
0.148	0.664968	0.217236
0.149	-0.522004	0.217236
0.15	-1.29548	0.217236
0.151	-0.475525	0.217236
0.152	0.537598	0.217236
0.153	0.345272	0.217236
0.154	0.247297	0.217236
0.155	0.141842	0.217236
0.156	0.0359498	0.217236
0.157	-0.107221	0.217236
0.158	-0.164442	0.217617
0.159	-0.108116	0.217236
0.16	-0.00387747	0.217236
0.161	-0.195944	0.217236
0.162	-0.437748	0.217236
0.163	0.44325	0.217236
0.164	0.864674	0.217236
0.165	0.404616	0.217236
0.166	-0.693282	0.217236
0.167	-1.21245	0.217236
0.168	0.196645	0.217617
0.169	0.715379	0.217236
0.17	0.245195	0.217236
0.171	-0.149192	0.217236
0.172	-0.157928	0.217236
0.173	0.197498	0.217617
0.174	0.235178	0.217236
0.175	-0.20924	0.217617
0.176	-0.494868	0.217236
0.177	-0.267767	0.217617
0.178	-0.151806	0.217617
0.179	0.31158	0.217617
0.18	1.03491	0.217617
0.181	0.795433	0.217617
0.182	-0.428013	0.217617
0.183	-1.3963	0.217617
0.184	-1.11825	0.217617
0.185	0.665217	0.217617
0.186	0.862864	0.217617
0.187	0.469569	0.217617
0.188	0.109225	0.217236
0.189	-0.0866584	0.217236
0.19	-0.183195	0.217236
0.191	-0.326556	0.217236
0.192	-0.344697	0.217236
0.193	-0.153349	0.217236
0.194	0.177972	0.217236
0.195	-0.238175	0.217617
0.196	0.377337	0.217617
0.197	0.984601	0.217236
0.198	0.639598	0.217236
0.199	-0.691679	0.217617
0.2	-1.41134	0.217617
0.201	-0.557977	0.217617
0.202	0.586322	0.217617
0.203	0.537899	0.217617
0.204	0.34828	0.217617
0.205	0.139455	0.217617
0.206	0.162168	0.217617
0.207	-0.0260784	0.217617
0.208	-0.362067	0.217617
0.209	-0.447378	0.217617
0.21	-0.231136	0.217617
0.211	-0.0830428	0.217617
0.212	-0.183327	0.217617
0.213	0.819802	0.217617
0.214	1.24412	0.217617
0.215	0.270289	0.217617
0.216	-1.17764	0.217617
0.217	-1.67358	0.217617
0.218	-0.0708072	0.217617
0.219	0.873774	0.217617
0.22	0.647236	0.217617
0.221	0.467701	0.217617
0.222	0.249402	0.217617
0.223	-0.178732	0.217617
0.224	-0.483423	0.217617
0.225	-0.520956	0.217617
0.226	-0.379801	0.217617
0.227	0.136442	0.217617
0.228	-0.03928	0.217617
0.229	0.100133	0.217617
0.23	0.950616	0.217617
0.231	1.04737	0.217617
0.232	-0.114061	0.217617
0.233	-1.34659	0.217617
0.234	-1.31283	0.217236
0.235	0.201305	0.217617
0.236	0.500086	0.217236
0.237	0.502163	0.217617
0.238	0.563194	0.217617
0.239	0.400375	0.217617
0.24	-0.140798	0.217617
0.241	-0.527182	0.217617
0.242	-0.609797	0.217617
0.243	-0.380847	0.217617
0.244	0.11569	0.217617
0.245	0.00849166	0.217617
0.246	0.62821	0.217617
0.247	1.08552	0.217617
0.248	0.528635	0.217617
0.249	-0.84863	0.217617
0.25	-1.70747	0.217617
0.251	-0.713571	0.217617
0.252	0.840119	0.217617
0.253	0.765776	0.217617
0.254	0.643562	0.217617
0.255	0.326599	0.217617
0.256	-0.0835168	0.217617
0.257	-0.400285	0.217617
0.258	-0.564066	0.217617
0.259	-0.519682	0.217617
0.26	-0.244256	0.217617
0.261	0.23308	0.217617
0.262	0.25836	0.217617
0.263	0.91282	0.217617
0.264	0.834933	0.217617
0.265	-0.0472093	0.217617
0.266	-1.05097	0.217617
0.267	-1.35876	0.217617
0.268	-0.0461267	0.217617
0.269	0.684084	0.217617
0.27	0.501765	0.217617
0.271	0.349001	0.217617
0.272	0.225359	0.217617
0.273	0.0363999	0.217617
0.274	-0.213627	0.217617
0.275	-0.407904	0.217617
0.276	-0.44203	0.217617
0.277	-0.12161	0.217617
0.278	-0.129143	0.217617
0.279	0.0424089	0.217617
0.28	0.999946	0.217617
0.281	1.04087	0.217617
0.282	-0.11936	0.217617
0.283	-1.27484	0.217617
0.284	-1.29022	0.217617
0.285	0.477772	0.217617
0.286	0.694132	0.217617
0.287	0.315348	0.217617
0.288	0.0592079	0.217617
0.289	0.0118073	0.217617
0.29	0.154208	0.217617
0.291	-0.104271	0.217617
0.292	-0.329868	0.217617
0.293	-0.370761	0.217617
0.294	-0.0242667	0.217617
0.295	-0.268906	0.217617
0.296	0.321513	0.217617
0.297	1.02073	0.217617
0.298	0.704744	0.217617
0.299	-0.565963	0.217617
0.3	-1.38709	0.217617
0.301	-0.786878	0.217617
0.302	0.623929	0.217617
0.303	0.689202	0.217617
0.304	0.530903	0.217617
0.305	0.296479	0.217617
0.306	-0.0849608	0.217617
0.307	-0.40336	0.217617
0.308	-0.509861	0.217617
0.309	-0.450479	0.217617
0.31	-0.057169	0.217617
0.311	0.332783	0.217617
0.312	0.0026406	0.217617
0.313	0.756978	0.217617
0.314	0.93959	0.217617
0.315	0.107953	0.217617
0.316	-1.08475	0.217617
0.317	-1.54408	0.217617
0.318	-0.263966	0.217617
0.319	0.674852	0.217617
0.32	0.718704	0.217617
0.321	0.689823	0.217617
0.322	0.464607	0.217617
0.323	0.00879409	0.217617
0.324	-0.473388	0.217617
0.325	-0.865629	0.217617
0.326	-0.798841	0.217617
0.327	-0.0952627	0.217617
0.328	0.383519	0.217617
0.329	0.511495	0.217617
0.33	1.0808	0.217617
0.331	0.735657	0.217617
0.332	-0.360591	0.217617
0.333	-1.24063	0.217617
0.334	-1.16455	0.217617
0.335	0.343415	0.217617
0.336	0.526667	0.217617
0.337	0.205128	0.217617
0.338	0.263507	0.217617
0.339	0.299416	0.217617
0.34	0.199003	0.217617
0.341	-0.0729323	0.217617
0.342	-0.467173	0.217617
0.343	-0.60427	0.217617
0.344	-0.0620941	0.217617
0.345	-0.103483	0.217617
0.346	0.353407	0.217617
0.347	0.934793	0.217617
0.348	0.750765	0.217617
0.349	-0.455076	0.217617
0.35	-1.39687	0.217617
0.351	-0.850279	0.217617
0.352	0.603295	0.217617
0.353	0.656534	0.217617
0.354	0.550902	0.217617
0.355	0.325405	0.217617
0.356	-0.0778499	0.217617
0.357	-0.457839	0.217617
0.358	-0.572092	0.217617
0.359	-0.309941	0.217617
0.36	0.091781	0.217617
0.361	0.417189	0.217617
0.362	-0.076935	0.217617
0.363	0.398691	0.217617
0.364	0.635368	0.217617
0.365	0.101253	0.217617
0.366	-0.779922	0.217617
0.367	-1.13427	0.217617
0.368	0.213106	0.217617
0.369	0.883853	0.217617
0.37	0.173428	0.217617
0.371	-0.228181	0.217617
0.372	-0.217679	0.217617
0.373	0.187446	0.217617
0.374	0.502955	0.217617
0.375	0.0446894	0.217617
0.376	-0.533235	0.217617
0.377	-0.509574	0.217617
0.378	-0.327753	0.217617
0.379	-0.0929492	0.217617
0.38	0.948255	0.217617
0.381	1.15721	0.217617
0.382	0.183169	0.217617
0.383	-1.00793	0.217617
0.384	-1.37162	0.217617
0.385	-0.0056783	0.217617
0.386	0.379432	0.217617
0.387	0.333927	0.217617
0.388	0.411457	0.217617
0.389	0.532458	0.217617
0.39	0.385346	0.217617
0.391	-0.29056	0.217617
0.392	-0.802054	0.217617
0.393	-0.769725	0.217617
0.394	-0.14591	0.217617
0.395	0.0210063	0.217617
0.396	0.464426	0.217617
0.397	1.11007	0.217617
0.398	0.873846	0.217617
0.399	-0.346069	0.217617
0.4	-1.26333	0.217617
0.401	-1.0766	0.217617
0.402	0.302297	0.217617
0.403	0.62149	0.217617
0.404	0.327258	0.217236
0.405	0.140508	0.217617
0.406	0.173087	0.217236
0.407	0.080225	0.217617
0.408	-0.157514	0.217236
0.409	-0.478464	0.217617
0.41	-0.444187	0.217236
0.411	0.0411645	0.217236
0.412	-0.0739988	0.217236
0.413	0.683112	0.217236
0.414	1.0258	0.217236
0.415	0.343841	0.217236
0.416	-1.01127	0.217236
0.417	-1.56123	0.217236
0.418	-0.247785	0.217236
0.419	0.922193	0.217236
0.42	0.627013	0.217236
0.421	0.26293	0.217236
0.422	0.20626	0.217236
0.423	0.0425718	0.217236
0.424	-0.23529	0.217236
0.425	-0.421968	0.217236
0.426	-0.528295	0.217236
0.427	-0.176959	0.217236
0.428	0.0986868	0.217617
0.429	-0.0677013	0.217617
0.43	0.799455	0.217617
0.431	1.07982	0.217617
0.432	0.276786	0.217617
0.433	-0.99075	0.217617
0.434	-1.49104	0.217617
0.435	-0.0446618	0.217617
0.436	0.456006	0.217617
0.437	0.480089	0.217617
0.438	0.407329	0.217617
0.439	0.170739	0.217617
0.44	0.0490248	0.217617
0.441	-0.100139	0.217617
0.442	-0.322651	0.217617
0.443	-0.435761	0.217617
0.444	-0.189634	0.217617
0.445	-0.228245	0.217617
0.446	0.192935	0.217617
0.447	1.02497	0.217617
0.448	0.988004	0.217617
0.449	-0.286989	0.217617
0.45	-1.32859	0.217617
0.451	-1.1619	0.217617
0.452	0.422376	0.217617
0.453	0.650849	0.217617
0.454	0.383875	0.217617
0.455	0.275391	0.217617
0.456	0.183686	0.217617
0.457	0.000667856	0.217617
0.458	-0.23986	0.217617
0.459	-0.389863	0.217236
0.46	-0.416209	0.217617
0.461	-0.257682	0.217236
0.462	-0.385896	0.217617
0.463	0.6464	0.217617
0.464	1.33677	0.217617
0.465	0.861847	0.217617
0.466	-0.649276	0.217617
0.467	-1.73438	0.217617
0.468	-0.714117	0.217617
0.469	0.541293	0.217617
0.47	0.570431	0.217617
0.471	0.591362	0.217617
0.472	0.316978	0.217617
0.473	-0.0560006	0.217617
0.474	-0.253904	0.217236
0.475	-0.425692	0.217617
0.476	-0.372192	0.217236
0.477	-0.141415	0.217617
0.478	0.0710967	0.217236
0.479	-0.0402849	0.217236
0.48	0.804306	0.217617
0.481	1.06155	0.217617
0.482	0.0531327	0.217236
0.483	-1.15475	0.217236
0.484	-1.5418	0.217236
0.485	-0.0741585	0.217236
0.486	0.818657	0.217236
0.487	0.856748	0.217236
0.488	0.567782	0.217236
0.489	0.0320213	0.217236
0.49	-0.401728	0.217236
0.491	-0.364107	0.217236
0.492	-0.388331	0.217236
0.493	-0.387539	0.217236
0.494	-0.0725082	0.217236
0.495	0.00875477	0.217236
0.496	0.416859	0.217236
0.497	1.13344	0.217236
0.498	0.91618	0.217236
0.499	-0.409607	0.217236
0.5	-1.58994	0.217236
0.501	-1.4254	0.217236
0.502	0.258742	0.217236
0.503	0.767395	0.217236
0.504	0.898111	0.217236
0.505	0.809932	0.217236
0.506	0.224252	0.217236
0.507	-0.362118	0.217236
0.508	-0.80123	0.217236
0.509	-1.03655	0.217236
0.51	-0.413258	0.217236
0.511	0.713621	0.217236
0.512	0.39049	0.217617
0.513	0.468933	0.217236
0.514	0.817752	0.217236
0.515	0.48007	0.217236
0.516	-0.800643	0.217236
0.517	-1.54642	0.217617
0.518	-0.693824	0.217617
0.519	0.680166	0.217236
0.52	0.703223	0.217617
0.521	0.473567	0.217617
0.522	0.299738	0.217617
0.523	0.0984803	0.217236
0.524	-0.169644	0.217617
0.525	-0.430064	0.217617
0.526	-0.499398	0.217617
0.527	-0.29443	0.217617
0.528	-0.0292547	0.217617
0.529	-0.128359	0.217617
0.53	0.81337	0.217617
0.531	1.13996	0.217617
0.532	0.303307	0.217617
0.533	-0.977753	0.217617
0.534	-1.45675	0.217617
0.535	-0.0804268	0.217617
0.536	0.718458	0.217617
0.537	0.501526	0.217617
0.538	0.259448	0.217617
0.539	0.0886107	0.217617
0.54	-0.0994141	0.217617
0.541	-0.298153	0.217617
0.542	-0.411026	0.217617
0.543	-0.280255	0.217617
0.544	0.123901	0.217617
0.545	0.133609	0.217617
0.546	0.297908	0.217617
0.547	0.949915	0.217617
0.548	0.631532	0.217617
0.549	-0.74685	0.217617
0.55	-1.72242	0.217617
0.551	-0.997363	0.217617
0.552	1.0607	0.217617
0.553	1.0248	0.217617
0.554	0.480887	0.217617
0.555	0.0850877	0.217617
0.556	-0.124069	0.217617
0.557	-0.277966	0.217617
0.558	-0.31637	0.217617
0.559	-0.304307	0.217617
0.56	-0.254319	0.217617
0.561	0.0361768	0.217617
0.562	-0.224034	0.217617
0.563	0.37657	0.217236
0.564	1.09736	0.217617
0.565	0.795817	0.217617
0.566	-0.619923	0.217617
0.567	-1.42366	0.217617
0.568	-0.687365	0.217617
0.569	0.614356	0.217236
0.57	0.45845	0.217617
0.571	0.248683	0.217236
0.572	0.18277	0.217236
0.573	0.0516755	0.217236
0.574	-0.0791915	0.217236
0.575	-0.199237	0.217236
0.576	-0.170131	0.217236
0.577	-0.0286593	0.217617
0.578	-0.0432136	0.217617
0.579	-0.474009	0.217236
0.58	0.258649	0.217617
0.581	0.797319	0.217236
0.582	0.619789	0.217236
0.583	-0.368269	0.217236
0.584	-1.22692	0.217236
0.585	-0.227758	0.217236
0.586	0.459384	0.217236
0.587	0.142697	0.217236
0.588	0.150843	0.217236
0.589	0.34811	0.217236
0.59	0.287102	0.217236
0.591	-0.0503892	0.217236
0.592	-0.379067	0.217236
0.593	-0.559668	0.217236
0.594	-0.275526	0.217236
0.595	-0.116831	0.217617
0.596	0.112475	0.217236
0.597	0.991368	0.217236
0.598	1.09595	0.217236
0.599	-0.0761785	0.217236
0.6	-1.25593	0.217617
0.601	-1.36776	0.217617
0.602	0.240527	0.217617
0.603	0.709837	0.217236
0.604	0.500563	0.217617
0.605	0.25889	0.217617
0.606	0.0506904	0.217617
0.607	-0.124054	0.217617
0.608	-0.222687	0.217617
0.609	-0.238985	0.217236
0.61	-0.0950713	0.217617
0.611	0.117647	0.217617
0.612	-0.530457	0.217236
0.613	-0.146581	0.217617
0.614	1.00821	0.217236
0.615	0.967749	0.217617
0.616	-0.308772	0.217617
0.617	-1.1287	0.217617
0.618	-0.711318	0.217617
0.619	0.448139	0.217617
0.62	0.404227	0.217617
0.621	0.240605	0.217617
0.622	0.113093	0.217617
0.623	0.00754491	0.217617
0.624	-0.0831378	0.217617
0.625	-0.155905	0.217617
0.626	-0.184082	0.217617
0.627	-0.130758	0.217617
0.628	0.0266252	0.217617
0.629	-0.352695	0.217617
0.63	0.397594	0.217617
0.631	1.11633	0.217617
0.632	0.502027	0.217617
0.633	-0.895726	0.217617
0.634	-1.55602	0.217617
0.635	-0.320916	0.217236
0.636	0.720934	0.217617
0.637	0.632051	0.217617
0.638	0.464586	0.217617
0.639	0.303769	0.217617
0.64	0.054883	0.217617
0.641	-0.352741	0.217617
0.642	-0.597701	0.217617
0.643	-0.517965	0.217617
0.644	-0.152864	0.217617
0.645	-0.00932847	0.217617
0.646	0.187344	0.217617
0.647	1.04486	0.217617
0.648	1.13095	0.217617
0.649	-0.0734165	0.217617
0.65	-1.31835	0.217617
0.651	-1.48728	0.217617
0.652	0.15702	0.217617
0.653	0.702639	0.217617
0.654	0.523888	0.217617
0.655	0.283979	0.217617
0.656	0.167239	0.217617
0.657	0.0251991	0.217617
0.658	-0.20915	0.217617
0.659	-0.282588	0.217617
0.66	-0.263754	0.217617
0.661	-0.194142	0.217617
0.662	-0.493974	0.217617
0.663	0.000114454	0.217617
0.664	1.135	0.217617
0.665	1.38833	0.217617
0.666	-0.117708	0.217617
0.667	-1.60443	0.217617
0.668	-1.22145	0.217617
0.669	0.396221	0.217617
0.67	0.506437	0.217617
0.671	0.483172	0.217617
0.672	0.435033	0.217617
0.673	0.234631	0.217617
0.674	-0.0509425	0.217617
0.675	-0.407276	0.217617
0.676	-0.646413	0.217617
0.677	-0.540852	0.217617
0.678	0.0883186	0.217617
0.679	0.247533	0.217617
0.68	0.771285	0.217617
0.681	0.988733	0.217617
0.682	0.386846	0.217617
0.683	-0.880468	0.217617
0.684	-1.65203	0.217617
0.685	-0.568655	0.217617
0.686	0.744854	0.217617
0.687	0.754774	0.217617
0.688	0.521978	0.217617
0.689	0.127484	0.217617
0.69	-0.121597	0.217617
0.691	-0.158083	0.217617
0.692	-0.246926	0.217617
0.693	-0.313936	0.217617
0.694	-0.160315	0.217617
0.695	-0.133169	0.217617
0.696	-0.142566	0.217617
0.697	0.677301	0.217617
0.698	0.899784	0.217617
0.699	0.114429	0.217617
0.7	-0.737302	0.217617
0.701	-1.1555	0.217617
0.702	0.0555631	0.217617
0.703	0.556566	0.217617
0.704	0.420367	0.217617
0.705	0.311729	0.217617
0.706	0.0965211	0.217617
0.707	-0.23612	0.217617
0.708	-0.424397	0.217617
0.709	-0.313549	0.217617
0.71	-0.0907334	0.217617
0.711	0.245869	0.217617
0.712	-0.0828055	0.217617
0.713	0.172992	0.217617
0.714	0.837488	0.217617
0.715	0.632042	0.217617
0.716	-0.630575	0.217617
0.717	-1.39934	0.217617
0.718	-0.753843	0.217617
0.719	0.76207	0.217236
0.72	0.965092	0.217617
0.721	0.512789	0.217617
0.722	-0.246844	0.217617
0.723	-0.554503	0.217617
0.724	-0.149528	0.217617
0.725	0.213416	0.217617
0.726	0.0655566	0.217617
0.727	-0.185206	0.217617
0.728	-0.159542	0.217617
0.729	-0.466098	0.217236
0.73	0.37691	0.217236
0.731	0.987704	0.217617
0.732	0.500907	0.217236
0.733	-0.66666	0.217617
0.734	-1.23204	0.217617
0.735	-0.301481	0.217236
0.736	0.756296	0.217617
0.737	0.536015	0.217236
0.738	0.145045	0.217617
0.739	-0.128024	0.217236
0.74	-0.204007	0.217617
0.741	-0.00649121	0.217236
0.742	0.127493	0.217236
0.743	-0.237653	0.217236
0.744	-0.297974	0.217236
0.745	-0.124837	0.217236
0.746	-0.16739	0.217236
0.747	0.740297	0.217236
0.748	1.02371	0.217236
0.749	0.0501215	0.217236
0.75	-1.14958	0.217236
0.751	-1.31717	0.217236
0.752	0.296573	0.217236
0.753	0.966865	0.217236
0.754	0.611212	0.217236
0.755	0.0260967	0.217617
0.756	-0.297877	0.217617
0.757	-0.286581	0.217617
0.758	-0.287946	0.217617
0.759	0.043059	0.217236
0.76	0.0994162	0.217617
0.761	0.0988552	0.217236
0.762	-0.240841	0.217617
0.763	-0.15559	0.217236
0.764	0.641969	0.217236
0.765	0.846391	0.217236
0.766	-0.119987	0.217236
0.767	-1.1999	0.217236
0.768	-0.971286	0.217236
0.769	0.572133	0.217236
0.77	0.632973	0.217236
0.771	0.306057	0.217236
0.772	0.102227	0.217236
0.773	0.0248803	0.217236
0.774	-0.0527323	0.217236
0.775	-0.21316	0.217236
0.776	-0.437283	0.217236
0.777	-0.259085	0.217236
0.778	0.256958	0.217236
0.779	-0.109254	0.217236
0.78	0.303075	0.217236
0.781	0.782399	0.217236
0.782	0.563014	0.217236
0.783	-0.580402	0.217236
0.784	-1.42465	0.217236
0.785	-0.525559	0.217236
0.786	0.687554	0.217236
0.787	0.613111	0.217236
0.788	0.428806	0.217617
0.789	0.173442	0.217617
0.79	-0.123629	0.217617
0.791	-0.272303	0.217617
0.792	-0.259268	0.217617
0.793	-0.302122	0.217617
0.794	-0.125226	0.217617
0.795	0.0369873	0.217617
0.796	-0.223633	0.217617
0.797	0.63304	0.217617
0.798	1.11961	0.217617
0.799	0.303804	0.217617
0.8	-1.01848	0.217617
0.801	-1.4483	0.217617
0.802	-0.0374053	0.217617
0.803	0.527854	0.217617
0.804	0.505939	0.217617
0.805	0.471432	0.217617
0.806	0.243667	0.217617
0.807	0.00996827	0.217617
0.808	-0.210369	0.217617
0.809	-0.429558	0.217236
0.81	-0.590919	0.217617
0.811	-0.351077	0.217617
0.812	-0.122859	0.217617
0.813	0.656834	0.217617
0.814	1.27181	0.217617
0.815	0.879263	0.217617
0.816	-0.55352	0.217617
0.817	-1.57234	0.217617
0.818	-1.13983	0.217617
0.819	0.495514	0.217617
0.82	0.648371	0.217617
0.821	0.474563	0.217617
0.822	0.325001	0.217617
0.823	0.254257	0.217617
0.824	0.00720484	0.217617
0.825	-0.352124	0.217617
0.826	-0.544599	0.217617
0.827	-0.456723	0.217617
0.828	-0.0477894	0.217617
0.829	-0.0483725	0.217617
0.83	0.51592	0.217236
0.831	1.00482	0.217236
0.832	0.684675	0.217617
0.833	-0.634776	0.217236
0.834	-1.40404	0.217236
0.835	-0.640182	0.217236
0.836	0.539596	0.217617
0.837	0.580601	0.217236
0.838	0.547771	0.217236
0.839	0.21494	0.217236
0.84	-0.134719	0.217236
0.841	-0.423872	0.217236
0.842	-0.518669	0.217236
0.843	-0.0389789	0.217236
0.844	0.233214	0.217236
0.845	0.144012	0.217236
0.846	-0.314928	0.217236
0.847	0.408827	0.217236
0.848	0.881688	0.217236
0.849	0.262715	0.217236
0.85	-0.844591	0.217236
0.851	-1.28275	0.217236
0.852	-0.177314	0.217236
0.853	0.536526	0.217236
0.854	0.565853	0.217236
0.855	0.477719	0.217236
0.856	0.330238	0.217236
0.857	0.00918415	0.217236
0.858	-0.320795	0.217236
0.859	-0.510899	0.217236
0.86	-0.518122	0.217236
0.861	-0.153491	0.217236
0.862	-0.100017	0.217236
0.863	0.0661582	0.217236
0.864	1.0647	0.217236
0.865	1.23403	0.217236
0.866	-0.0163734	0.217236
0.867	-1.23812	0.217236
0.868	-1.28668	0.217236
0.869	0.132082	0.217236
0.87	0.207354	0.217236
0.871	0.279385	0.217236
0.872	0.538888	0.217236
0.873	0.464304	0.217236
0.874	0.0676764	0.217236
0.875	-0.254931	0.217236
0.876	-0.404795	0.217236
0.877	-0.414829	0.217236
0.878	-0.0942429	0.217236
0.879	-0.183703	0.217236
0.88	0.324325	0.217236
0.881	0.968663	0.217236
0.882	0.660634	0.217236
0.883	-0.714644	0.217236
0.884	-1.37076	0.217236
0.885	-0.528734	0.217236
0.886	0.851015	0.217236
0.887	0.77183	0.217236
0.888	0.373225	0.217236
0.889	0.0111055	0.217236
0.89	-0.204253	0.217236
0.891	-0.382382	0.217236
0.892	-0.551687	0.217236
0.893	-0.438334	0.217236
0.894	0.355998	0.217236
0.895	0.538526	0.217236
0.896	-0.139146	0.217236
0.897	0.38047	0.217236
0.898	0.774307	0.217236
0.899	0.166243	0.217236
0.9	-0.930308	0.217236
0.901	-1.40924	0.217617
0.902	-0.0990601	0.217617
0.903	0.790022	0.217236
0.904	0.624342	0.217617
0.905	0.325704	0.217236
0.906	0.0912554	0.217617
0.907	-0.0697533	0.217236
0.908	-0.258327	0.217236
0.909	-0.318981	0.217236
0.91	-0.259211	0.217617
0.911	-0.104498	0.217617
0.912	-0.143358	0.217617
0.913	-0.0202356	0.217617
0.914	0.868053	0.217617
0.915	1.00964	0.217617
0.916	-0.115408	0.217617
0.917	-1.23155	0.217617
0.918	-1.20414	0.217617
0.919	0.429065	0.217617
0.92	0.75516	0.217617
0.921	0.428199	0.217617
0.922	0.0958655	0.217617
0.923	-0.137656	0.217617
0.924	-0.167086	0.217617
0.925	0.0809376	0.217617
0.926	-0.00621175	0.217617
0.927	-0.381903	0.217617
0.928	-0.303802	0.217617
0.929	-0.491252	0.217617
0.93	0.164407	0.217617
0.931	1.23201	0.217617
0.932	1.4719	0.217617
0.933	-0.33609	0.217617
0.934	-1.84997	0.217617
0.935	-1.26981	0.217236
0.936	0.484147	0.217617
0.937	0.637046	0.217617
0.938	0.591975	0.217617
0.939	0.519868	0.217617
0.94	0.136807	0.217617
0.941	-0.241443	0.217617
0.942	-0.418744	0.217617
0.943	-0.488005	0.217617
0.944	-0.33988	0.217617
0.945	0.0218248	0.217617
0.946	-0.101049	0.217617
0.947	0.684702	0.217617
0.948	1.21431	0.217236
0.949	0.574398	0.217236
0.95	-0.906758	0.217236
0.951	-1.67188	0.217236
0.952	-0.585042	0.217236
0.953	0.303552	0.217236
0.954	0.65261	0.217236
0.955	0.984762	0.217236
0.956	0.547098	0.217236
0.957	0.0191002	0.217236
0.958	-0.348236	0.217236
0.959	-0.704753	0.217236
0.96	-0.753133	0.217236
0.961	-0.268988	0.217236
0.962	0.0712835	0.217617
0.963	0.301455	0.217236
0.964	1.17147	0.217617
0.965	1.11724	0.217617
0.966	-0.191532	0.217617
0.967	-1.45597	0.217617
