Time	EMG	Muscle Force
0.687	-0.576872	0.217236
0.688	1.09375	0.217236
0.689	0.98978	0.217236
0.69	0.404937	0.217617
0.691	0.0412276	0.217617
0.692	-0.239871	0.217617
0.693	-0.368212	0.217617
0.694	-0.0818692	0.217236
0.695	0.0880215	0.217236
0.696	0.0226991	0.217617
0.697	-0.704995	0.217617
0.698	-0.826675	0.217617
0.699	1.13263	0.217617
0.7	1.96518	0.217617
0.701	0.4895	0.217617
0.702	-1.54418	0.217617
0.703	-2.18056	0.217617
0.704	-0.00465649	0.217617
0.705	0.944464	0.217617
0.706	0.87548	0.217617
0.707	0.538353	0.217617
0.708	0.106713	0.217617
0.709	-0.32212	0.217617
0.71	-0.504014	0.217617
0.711	-0.372212	0.217617
0.712	0.0395347	0.217617
0.713	0.254326	0.217617
0.714	-0.773197	0.217617
0.715	-0.0830538	0.217236
0.716	1.2592	0.217236
0.717	1.23962	0.217236
0.718	-0.213276	0.217617
0.719	-1.64333	0.217236
0.72	-1.37291	0.217236
0.721	0.729121	0.217236
0.722	0.907431	0.217617
0.723	0.46642	0.217236
0.724	0.114238	0.217236
0.725	-0.0977207	0.217617
0.726	-0.164695	0.217617
0.727	-0.329067	0.217236
0.728	-0.405944	0.217617
0.729	-0.205656	0.217617
0.73	0.109127	0.217617
0.731	-0.292907	0.217617
0.732	0.880606	0.217617
0.733	1.4238	0.217617
0.734	0.425262	0.217617
0.735	-1.41276	0.217617
0.736	-1.92451	0.217617
0.737	-0.272851	0.217236
0.738	1.00934	0.217617
0.739	0.749534	0.217617
0.74	0.431681	0.217617
0.741	0.183172	0.217617
0.742	-0.00311959	0.217617
0.743	-0.224745	0.217617
0.744	-0.462292	0.217617
0.745	-0.396405	0.217617
0.746	-0.0497039	0.217617
0.747	-0.309669	0.217617
0.748	-0.293708	0.217617
0.749	1.19935	0.217617
0.75	1.59166	0.217617
0.751	0.0630385	0.217617
0.752	-1.63767	0.217236
0.753	-1.97145	0.217617
0.754	0.358796	0.217236
0.755	1.17551	0.217236
0.756	0.744212	0.217236
0.757	0.297775	0.217617
0.758	-0.0750675	0.217617
0.759	-0.303163	0.217617
0.76	-0.413078	0.217236
0.761	-0.322601	0.217617
0.762	-0.100969	0.217236
0.763	0.185621	0.217617
0.764	-0.540012	0.217617
0.765	0.0746774	0.217617
0.766	1.39132	0.217236
0.767	1.28273	0.217236
0.768	-0.367062	0.217236
0.769	-1.92758	0.217236
0.77	-1.70088	0.217236
0.771	0.616183	0.217236
0.772	1.05683	0.217236
0.773	0.864369	0.217236
0.774	0.495165	0.217236
0.775	0.0400064	0.217236
0.776	-0.370472	0.217236
0.777	-0.686296	0.217236
0.778	-0.57901	0.217617
0.779	-0.191131	0.217236
0.78	0.101761	0.217236
0.781	-0.341366	0.217236
0.782	0.862762	0.217236
0.783	1.50764	0.217236
0.784	0.843403	0.217617
0.785	-1.01355	0.217236
0.786	-2.18844	0.217617
0.787	-0.953349	0.217617
0.788	0.936801	0.217236
0.789	0.957938	0.217617
0.79	0.572675	0.217617
0.791	0.202532	0.217236
0.792	-0.0539286	0.217236
0.793	-0.165038	0.217236
0.794	-0.35321	0.217236
0.795	-0.388615	0.217617
0.796	-0.0695729	0.217236
0.797	-0.32791	0.217236
0.798	-0.527546	0.217236
0.799	1.00117	0.217236
0.8	1.66206	0.217236
0.801	0.428962	0.217236
0.802	-1.38666	0.217236
0.803	-2.02783	0.217236
0.804	0.0538478	0.217236
0.805	1.04174	0.217236
0.806	0.806329	0.217236
0.807	0.301943	0.217236
0.808	-0.0755346	0.217236
0.809	-0.267606	0.217236
0.81	-0.310146	0.217236
0.811	-0.236674	0.217236
0.812	-0.094244	0.217236
0.813	0.0709058	0.217236
0.814	-0.711774	0.217236
0.815	0.0165947	0.217236
0.816	1.58975	0.217617
0.817	1.42636	0.217236
0.818	-0.442291	0.217236
0.819	-1.97685	0.217617
0.82	-1.79608	0.217236
0.821	0.652832	0.217236
0.822	1.23777	0.217617
0.823	0.901671	0.217236
0.824	0.275463	0.217236
0.825	-0.181702	0.217617
0.826	-0.288789	0.217236
0.827	-0.409319	0.217617
0.828	-0.527446	0.217236
0.829	-0.28428	0.217236
0.83	0.177393	0.217236
0.831	-0.414033	0.217617
0.832	0.758653	0.217617
0.833	1.66387	0.217617
0.834	0.856275	0.217617
0.835	-1.1729	0.217236
0.836	-2.36421	0.217236
0.837	-1.08511	0.217236
0.838	0.973913	0.217617
0.839	1.19526	0.217236
0.84	0.989199	0.217617
0.841	0.589072	0.217236
0.842	-0.116252	0.217236
0.843	-0.746384	0.217236
0.844	-1.00721	0.217236
0.845	-0.638965	0.217236
0.846	0.130311	0.217236
0.847	0.193917	0.217236
0.848	-0.0806328	0.217236
0.849	1.1923	0.217236
0.85	1.49601	0.217236
0.851	0.307152	0.217236
0.852	-1.48923	0.217236
0.853	-2.30983	0.217236
0.854	-0.330179	0.217236
0.855	0.950201	0.217236
0.856	1.06693	0.217236
0.857	0.844118	0.217236
0.858	0.285634	0.217236
0.859	-0.282769	0.217236
0.86	-0.661504	0.217236
0.861	-0.725752	0.217236
0.862	-0.270932	0.217236
0.863	0.329386	0.217236
0.864	-0.313501	0.217236
0.865	-0.0249705	0.217236
0.866	1.35649	0.217236
0.867	1.39635	0.217236
0.868	-0.294757	0.217236
0.869	-1.81266	0.217236
0.87	-1.73145	0.217236
0.871	0.50309	0.217236
0.872	0.966007	0.217236
0.873	0.702535	0.217236
0.874	0.348991	0.217236
0.875	0.00998911	0.217236
0.876	-0.175015	0.217236
0.877	-0.240427	0.217617
0.878	-0.278168	0.217617
0.879	-0.192394	0.217617
0.88	-0.134651	0.217617
0.881	-0.928156	0.217236
0.882	0.393241	0.217617
0.883	1.58847	0.217236
0.884	1.23397	0.217236
0.885	-0.508457	0.217617
0.886	-1.94767	0.217617
0.887	-1.13331	0.217236
0.888	0.7818	0.217236
0.889	0.804552	0.217236
0.89	0.45973	0.217236
0.891	0.134329	0.217236
0.892	-0.0173163	0.217236
0.893	-0.0662598	0.217236
0.894	-0.188144	0.217236
0.895	-0.372743	0.217236
0.896	-0.329308	0.217236
0.897	-0.401451	0.217236
0.898	-0.516584	0.217236
0.899	1.16097	0.217236
0.9	1.78799	0.217236
0.901	0.668037	0.217236
0.902	-1.21295	0.217617
0.903	-2.20318	0.217617
0.904	-0.55593	0.217236
0.905	0.613986	0.217236
0.906	0.748201	0.217236
0.907	0.745402	0.217236
0.908	0.491933	0.217236
0.909	0.0976184	0.217236
0.91	-0.209196	0.217236
0.911	-0.468112	0.217236
0.912	-0.642374	0.217236
0.913	-0.403828	0.217617
0.914	-0.717534	0.217236
0.915	-0.0864969	0.217236
0.916	1.82048	0.217236
0.917	2.03554	0.217236
0.918	0.016948	0.217236
0.919	-1.89197	0.217236
0.92	-2.02005	0.217236
0.921	0.16515	0.217236
0.922	0.652461	0.217236
0.923	0.553638	0.217236
0.924	0.44853	0.217236
0.925	0.362763	0.217236
0.926	0.275633	0.217236
0.927	-0.128533	0.217236
0.928	-0.486817	0.217236
0.929	-0.466017	0.217236
0.93	-0.409588	0.217236
0.931	-1.09472	0.217236
0.932	0.631998	0.217236
0.933	2.02103	0.217236
0.934	1.31276	0.217236
0.935	-0.711547	0.217236
0.936	-2.13716	0.217236
0.937	-1.24216	0.217236
0.938	0.797542	0.217236
0.939	0.818302	0.217236
0.94	0.591965	0.217236
0.941	0.45242	0.217236
0.942	0.0841448	0.217236
0.943	-0.361162	0.217236
0.944	-0.678785	0.217236
0.945	-0.602354	0.217236
0.946	0.00498108	0.217236
0.947	0.253433	0.217236
0.948	-0.229408	0.217236
0.949	0.889112	0.217236
0.95	1.34201	0.217236
0.951	0.39145	0.217236
0.952	-1.36025	0.217236
0.953	-2.22332	0.217236
0.954	-0.241755	0.217236
0.955	1.24498	0.217236
0.956	1.01807	0.217236
0.957	0.492719	0.217236
0.958	0.0412384	0.217236
0.959	-0.316841	0.217236
0.96	-0.256999	0.217236
0.961	-0.261092	0.217236
0.962	-0.468755	0.217236
0.963	-0.333121	0.217236
0.964	-0.475854	0.217236
0.965	0.108175	0.217236
0.966	1.64901	0.217236
0.967	1.65481	0.217236
0.968	-0.0854849	0.217236
0.969	-1.79148	0.217236
